,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_128_[2, 2]_cv_oc_square_2"
1,validation,0.8196428418159485,"opening_closing_128_[2, 2]_cv_oc_square_2"
2,test,0.8258928656578064,"opening_closing_128_[2, 2]_cv_oc_square_2"
