,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[5, 5]_cv_oc_disk_1"
1,validation,0.7973214387893677,"opening_closing_256_[5, 5]_cv_oc_disk_1"
2,test,0.8026785850524902,"opening_closing_256_[5, 5]_cv_oc_disk_1"
