,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_64_[2, 2]_cv_oc_diamond_2"
1,validation,0.831250011920929,"opening_closing_64_[2, 2]_cv_oc_diamond_2"
2,test,0.831250011920929,"opening_closing_64_[2, 2]_cv_oc_diamond_2"
