,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_64_[5, 5]_cv_oc_diamond_1"
1,validation,0.8455356955528259,"opening_closing_64_[5, 5]_cv_oc_diamond_1"
2,test,0.8357142806053162,"opening_closing_64_[5, 5]_cv_oc_diamond_1"
