,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[2, 2]_cv_oc_disk_1"
1,validation,0.7964285612106323,"opening_closing_256_[2, 2]_cv_oc_disk_1"
2,test,0.7946428656578064,"opening_closing_256_[2, 2]_cv_oc_disk_1"
