,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[5, 5]_cv_oc_square_1"
1,validation,0.7991071343421936,"opening_closing_256_[5, 5]_cv_oc_square_1"
2,test,0.8133928775787354,"opening_closing_256_[5, 5]_cv_oc_square_1"
