,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_128_[2, 2]_cv_ed_square_1"
1,validation,0.8464285731315613,"dillatation_erosion_128_[2, 2]_cv_ed_square_1"
2,test,0.8401785492897034,"dillatation_erosion_128_[2, 2]_cv_ed_square_1"
