,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[5, 5]_cv_oc_diamond_2"
1,validation,0.8071428537368774,"opening_closing_256_[5, 5]_cv_oc_diamond_2"
2,test,0.800000011920929,"opening_closing_256_[5, 5]_cv_oc_diamond_2"
