,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_128_[5, 5]_cv_oc_diamond_1"
1,validation,0.8348214030265808,"opening_closing_128_[5, 5]_cv_oc_diamond_1"
2,test,0.8241071701049805,"opening_closing_128_[5, 5]_cv_oc_diamond_1"
