,Dataset,Accuracy,Model_Name
0,train,0.9997023940086365,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2"
1,validation,0.8383928537368774,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2"
2,test,0.84375,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2"
