,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_256_[2, 2]_cv_ed_disk_2"
1,validation,0.8133928775787354,"dillatation_erosion_256_[2, 2]_cv_ed_disk_2"
2,test,0.8116071224212646,"dillatation_erosion_256_[2, 2]_cv_ed_disk_2"
