,Dataset,Accuracy,Model_Name
0,train,0.9985119104385376,"opening_closing_64_[5, 5]_cv_oc_square_1"
1,validation,0.8330357074737549,"opening_closing_64_[5, 5]_cv_oc_square_1"
2,test,0.7982142567634583,"opening_closing_64_[5, 5]_cv_oc_square_1"
